Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed,Sesotho,English,Maths
S12638,14.3,76.1,83.7,Yes,Doctorate,Yes,87.97218875570279,83.9677527959169,89.92082236593927
S12639,12.7,73.5,57.1,,Master,Yes,59.83199475833636,56.73197339076664,54.482931022517064
S12640,8.2,89.0,49.5,No,Doctorate,No,47.70728736218695,53.00753591752519,44.34304152267316
S12641,2.7,73.9,59.7,Yes,Doctorate,,52.449184164816494,59.414127219561806,57.92446204259614
S12642,9.0,38.6,61.3,Yes,Master,Yes,60.29480614066682,52.19309817965569,60.06487693998824
S12643,8.8,105.7,43.5,No,High School,Yes,42.32064267733161,51.16631706200948,36.34504441189439
S12644,15.2,98.4,62.5,Yes,Associate,,67.7439721983562,68.34319383347865,61.677506480896405
S12645,11.5,82.4,66.4,No,High School,Yes,67.94695221229911,68.26002066648034,66.8638422438636
S12646,18.1,66.6,54.2,Yes,Associate,No,62.26155763951775,52.10197210259474,50.60720853660779
S12647,16.0,75.2,69.8,Yes,Doctorate,No,75.78744270019087,69.84908571187117,71.39963855323667
S12648,7.7,22.1,100.0,No,Bachelor,No,97.71752195247952,86.78059297196184,100.0
S12649,1.0,75.27632340559882,60.3,Yes,Doctorate,No,51.32435401690066,54.76304918590073,58.74542171439843
S12650,16.9,110.3,46.6,Yes,High School,No,53.527876169707405,55.4354916059032,40.452177799882236
S12651,9.962744375740034,85.3,80.8,Yes,Master,Yes,87.59692611615372,83.38634800644927,86.0654357774783
S12652,3.2,36.0,79.6,No,Master,No,72.76894204548887,69.85650395995663,84.45056094080786
S12653,17.5,58.4,82.3,Yes,Doctorate,No,89.8462000991375,78.1613947569329,88.05835724780421
S12654,11.9,36.5,70.3,Yes,Associate,Yes,72.21058585296258,60.67355371966721,72.05277114458966
S12655,10.8,59.4,56.2,Yes,High School,No,57.00342749062827,52.29770658390808,53.2733098909486
S12656,18.1,71.7,67.3,,Associate,Yes,75.37391627123664,66.47418239055649,68.0784214903424
S12657,16.7,107.0,56.4,Yes,Doctorate,Yes,63.12342586615307,64.40802423301591,53.544737699004266
S12658,13.3,90.7,85.2,Yes,Master,No,88.45665475997602,89.12555029380802,91.92382946319103
S12659,12.4,69.0,80.0,No,Bachelor,No,82.36608532905991,78.48927012008001,85.00366690940267
S12660,13.1,69.9,41.3,No,Bachelor,Yes,44.38197145265179,40.03488923946575,33.39070946069898
S12661,8.0,59.0,58.3,Yes,High School,No,56.29971283058737,54.29733406698474,56.08265352792508
S12662,9.7,96.8,77.5,Yes,High School,No,77.22449275133839,82.95159863420363,81.68259890904311
S12663,5.5,99.2,46.6,No,Master,No,42.088414227027286,52.647712037552104,40.47036344516587
S12664,8.3,48.2,65.4,No,High School,No,63.73480112130541,58.70865287207651,65.53371572159911
S12665,8.2,40.6,38.6,No,High School,No,36.76683060665533,29.99672816808335,29.805911367859068
S12666,6.8,68.6,59.0,,Doctorate,No,55.823473151891676,57.40741766755552,56.98995858092104
S12667,10.7,71.1,64.5,No,Bachelor,No,65.18373251324232,63.52043934885918,64.3366003559013
S12668,8.4,80.2,47.4,Yes,Bachelor,Yes,45.78009574649711,48.693326956802174,41.53103726623473
S12669,12.5,75.27632340559882,66.9,No,Master,Yes,69.41117360175987,58.526501699438576,67.54592538913646
S12670,1.9,60.7,72.9,Yes,,Yes,64.78839693353117,69.32191260460688,75.5270135948958
S12671,9.4,73.4,51.1,Yes,Bachelor,No,50.533226029463506,50.68798598290045,46.4719629810422
S12672,10.7,59.4,65.44010682523813,Yes,Bachelor,No,66.0978650261256,61.546101340302,69.05052039114194
S12673,8.4,92.2,80.4,No,Master,Yes,78.84685380081561,84.68930470096895,85.53768669124477
S12674,9.1,112.4,62.0,Yes,Master,Yes,61.138036500953845,71.34266372643896,61.00846277419462
S12675,2.1,64.2,38.3,No,Master,No,30.37376994635071,35.606798026222144,29.38657049173956
S12676,11.8,92.8,55.4,Yes,Associate,Yes,57.182385523347456,59.84599499462414,52.192442792967604
S12677,13.2,67.9,69.2,Yes,High School,Yes,72.43802991283536,67.41413255945953,70.5835915690572
S12678,12.5,56.4,47.7,No,High School,,50.16768647101884,43.049142347412506,41.92576430303324
S12679,15.2,60.8,62.6,Yes,Associate,No,67.79363529721091,59.03879545629743,61.79676922880783
S12680,9.962744375740034,90.4,52.1,No,,Yes,53.107648028912514,55.9431438864571,47.81287601533634
S12681,12.4,62.2,64.7,No,,No,67.09340590325469,61.4918804217974,64.61532072491686
S12682,10.8,66.1,61.6,Yes,Associate,Yes,62.38045369228426,59.36971506527509,60.479655615954464
S12683,13.4,52.1,64.3,No,Associate,No,67.73775359796247,58.58083923114719,64.06889165299023
S12684,2.1,87.7,72.3,Yes,High School,Yes,64.41385181933938,75.46964554701229,74.72257292149769
S12685,5.5,84.2,60.9,Yes,Doctorate,Yes,56.432095160109945,63.19080010635932,59.522950241490776
S12686,17.9,104.1,89.9,No,Doctorate,No,97.83449828516547,97.17513803825787,98.19232000735576
S12687,-2.3,86.9,86.1,Yes,Doctorate,Yes,73.79782088951897,89.08150549096455,93.1427571915854
S12688,9.3,83.3,71.7,Yes,Master,Yes,70.99911035087328,73.76454334881481,73.92126552335438
S12689,15.9,86.7,72.2,No,Master,No,78.06137479804035,75.11640231804851,74.60301903800503
S12690,9.5,69.9,56.7,No,Doctorate,No,56.23369667229118,55.420320561108404,53.933935670468486
S12691,8.0,75.27632340559882,70.6,No,Doctorate,Yes,68.5749446427465,71.15057851027646,72.4544623657783
S12692,10.6,93.6,73.1,No,Doctorate,No,73.7471083840765,77.755958372499,75.80021962528215
S12693,9.962744375740034,58.6,73.4,Yes,Bachelor,No,71.63439909998777,69.29891885236755,76.19413431142831
S12694,10.2,109.0,80.7,Yes,Master,Yes,80.8542474637847,89.20840757226867,85.93592214628605
S12695,6.6,75.27632340559882,71.1,Yes,,No,67.68309481739935,74.28991936415551,73.11888689694247
S12696,15.5,115.4,69.8,Yes,Bachelor,No,75.34337209977862,79.9058143904134,71.3982329131336
S12697,-1.0,75.27632340559882,84.1,No,High School,Yes,91.2163246053283,78.2227234160315,90.46323829338864
S12698,9.3,75.27632340559882,66.5,,Master,Yes,65.83304838944188,60.622103990680465,66.99816387434649
S12699,3.1,82.4,56.0,Yes,Associate,No,49.06755289654379,57.86006107550297,52.99459450988887
S12700,7.4,77.5,73.6,Yes,Bachelor,Yes,70.98078414843302,74.21780736618582,76.45370893588992
S12701,9.1,65.9,74.9,Yes,High School,Yes,73.98005669948519,72.61470657737641,78.20085550858037
S12702,12.5,49.6,59.4,No,High School,Yes,61.92769438451604,53.05318715780493,57.53875522340581
S12703,5.0,69.6,59.4,No,Associate,Yes,54.359933884146606,58.0612473236328,57.53579425879
S12704,6.2,79.3,67.0,No,Bachelor,Yes,63.154188406789245,68.08562720001977,67.65741591716376
S12705,12.6,48.8,84.1,No,,No,86.65338068929402,77.55752056481845,90.48145559128469
S12706,14.7,66.8,57.6,No,Bachelor,Yes,62.29454416019779,55.54810439897922,55.12184935664678
S12707,6.9,82.6,44.2,No,Associate,No,41.09202977414658,46.112176438171126,37.260806516426314
S12708,3.3,75.27632340559882,43.0,No,,No,36.33391473024502,46.93848545642063,35.65109923414975
S12709,26.4,69.3,45.5,Yes,Master,Yes,61.92059100643942,44.06882408745043,39.0132047071607
S12710,13.9,59.0,47.2,Yes,Associate,No,51.116521185443574,43.194742165599315,41.27617630773682
S12711,8.7,77.3,57.1,Yes,Doctorate,Yes,55.76498119116484,57.676084336015066,54.4637330444714
S12712,14.3,70.9,57.2,No,Associate,Yes,61.5451563776542,56.166173737093274,54.601999283973186
S12713,9.4,45.7,72.4,Yes,Associate,No,71.7777168514279,65.07474889845626,74.87757338084694
S12714,14.3,66.0,83.9,,Master,No,88.23578444550094,81.64745247918663,90.20581664231318
S12715,10.8,63.2,65.44010682523813,No,Associate,No,66.23707281411924,62.49119838348221,69.86684044821322
S12716,10.5,75.5,54.4,No,Associate,No,54.85635949083787,54.5139148126699,50.85018908074877
S12717,9.4,60.3,56.0,No,Doctorate,No,55.43209065884606,52.331417548904064,53.0164481485422
S12718,2.8,64.0,100.0,Yes,Bachelor,Yes,92.76309333268455,97.25778786748857,100.0
S12719,9.962744375740034,71.4,42.3,Yes,Associate,Yes,51.990474496965696,41.38911561542817,34.73331294030955
S12720,5.3,87.8,78.7,No,Bachelor,No,73.99233039866128,81.89194650250842,83.27182379189689
S12721,3.2,76.9,52.2,,Associate,Yes,45.39988211844703,52.66405328407992,47.92374221460581
S12722,8.9,128.3,76.7,Yes,Master,Yes,75.63570058621816,90.02447743086884,80.60953197151844
S12723,5.2,49.7,100.0,Yes,Master,,95.19264093244746,93.67554371059404,100.0
S12724,9.7,93.2,67.9,No,Doctorate,No,67.64143604719865,72.45843070222598,68.87635651587807
S12725,13.4,73.4,65.44010682523813,Yes,High School,No,68.87892606804698,65.04970898675177,70.8190148824178
S12726,15.0,47.1,100.0,No,Bachelor,Yes,100.0,93.02888490842037,100.0
S12727,14.1,67.4,44.7,Yes,Associate,No,48.77365360810841,42.80802169714261,37.94879589664904
S12728,-1.0,44.7,81.1,No,Bachelor,No,79.57183972607159,73.53263350933229,86.46542447325344
S12729,10.2,76.7,82.6,No,Associate,Yes,82.84795913830793,83.01323387623029,88.46525931927731
S12730,12.0,68.9,43.5,Yes,Bachelor,Yes,45.53939525448745,41.97505718056065,36.335046784258
S12731,1.2,61.3,70.5,Yes,Doctorate,No,61.71106288028964,67.07423178650164,72.34379884756163
S12732,12.9,53.8,62.7,No,Bachelor,No,65.5529235005993,57.39937675496879,61.9468204271848
S12733,2.7,95.3,74.8,Yes,Master,Yes,67.51350356208084,79.88351475633293,78.06394597112912
S12734,20.2,71.8,65.44010682523813,No,Doctorate,Yes,75.64183981977058,64.64159680194128,66.62777966043703
S12735,8.0,79.2,77.9,No,High School,No,75.87742457679153,78.94749879771531,82.18798204241048
S12736,9.1,78.5,52.0,Yes,Doctorate,No,51.07562411402704,52.88433750983335,47.65664609186435
S12737,6.2,77.2,65.44010682523813,No,Associate,Yes,61.591571329048854,65.98045621407138,76.3121346447952
S12738,6.9,68.5,68.3,Yes,Bachelor,No,65.15014984072155,66.66726423563183,69.39042408786557
S12739,21.4,105.4,89.7,Yes,High School,No,100.0,97.28806634425278,97.9221774051083
S12740,14.7,119.7,72.1,No,Associate,Yes,76.80184844311648,83.28160697023297,74.45572815403222
S12741,2.3,104.0,85.0,No,High School,Yes,77.2539877742608,92.23949737489626,91.66999411640201
S12742,17.5,75.4,65.6,Yes,Associate,Yes,73.12106450342614,65.70723050082705,65.81485279808227
S12743,16.0,74.1,83.5,No,Master,No,89.46621137570716,83.26254509005487,89.68046091715343
S12744,8.6,96.9,50.2,No,Associate,No,48.79393768855856,55.663787634508296,45.27814018374574
S12745,11.5,59.8,80.5,Yes,Bachelor,No,82.03348471014918,76.71184340292294,85.68135039709638
S12746,9.9,109.2,54.3,No,Bachelor,No,54.225279602894624,62.85157289206549,50.719224349652634
S12747,19.9,90.8,62.6,Yes,High School,No,72.46289952223466,66.55711268762062,61.785248576896066
S12748,6.0,69.4,48.9,No,Associate,No,44.91854905503955,47.50134204983684,43.5420088918774
S12749,10.7,80.6,55.3,No,High School,Yes,56.030053048878635,56.709523301110956,52.055294751042695
S12750,7.9,87.5,60.6,No,Master,Yes,58.45927334503598,63.73442051748306,59.13901682823468
S12751,2.8,66.4,74.2,Yes,Bachelor,Yes,67.03479797691074,72.06238962981897,77.27067565262136
S12752,21.0,95.7,70.5,Yes,Associate,Yes,81.45819127527494,75.67182959333186,72.33067455636362
S12753,4.1,100.5,59.4,Yes,Associate,No,53.49216710448793,65.76414562079079,57.53921554272689
S12754,11.1,69.7,65.44010682523813,No,Associate,,66.54075276267702,64.12691180163782,68.42297768081924
S12755,1.3,65.5,72.3,Yes,Associate,No,63.59649696809832,69.92174659311677,74.72538354646119
S12756,8.0,72.9,65.44010682523813,No,Doctorate,Yes,63.44475412902266,64.91305203865906,63.76058321644986
S12757,12.1,51.9,59.2,No,Associate,Yes,61.309844107167294,53.415856475555906,57.26935822190884
S12758,5.9,41.6,59.9,Yes,Associate,No,55.77633010248819,51.56212105992443,58.205473187280155
S12759,12.9,66.3,95.5,Yes,High School,No,98.43400925367827,93.33368246405414,100.0
S12760,8.7,55.8,55.5,No,High School,No,54.154794540559585,50.70022952132302,52.34395786697942
S12761,15.8,110.4,81.6,No,High School,No,87.40041256199306,90.45359126265723,87.12447647750443
S12762,9.962744375740034,65.9,53.8,Yes,High School,Yes,60.60880456670111,51.518956941875736,50.054595810787156
S12763,7.1,84.1,58.6,,Master,No,55.66627619634994,60.87853550978859,56.46487206447481
S12764,10.4,62.4,72.2,Yes,Master,No,72.58366429696478,69.05896050127707,74.60604682119843
S12765,10.9,110.6,75.2,No,Associate,No,76.11727113236117,84.11117696828867,78.61402698045272
S12766,13.1,71.1,70.1,No,Master,No,73.19674647717349,69.13047161045169,71.80365609035132
S12767,10.1,50.1,75.6,Yes,Associate,Yes,75.67190998122132,69.38171208514949,79.14945316505504
S12768,11.0,88.4,74.7,Yes,Master,No,75.65105479671422,78.05127042417165,77.94198905247603
S12769,8.8,80.2,74.4,No,High School,Yes,73.1829676260244,75.6972143762577,77.54683650660947
S12770,10.6,99.1,57.2,Yes,Associate,Yes,57.776199334860095,63.215337061994475,54.59545114713278
S12771,16.5,71.9,60.3,,Bachelor,Yes,66.78970096767566,59.52941885592504,58.74931501347997
S12772,13.2,75.27632340559882,65.1,Yes,Doctorate,Yes,68.33041620605927,65.63938374944183,65.12544468473861
S12773,13.5,44.9,81.9,No,Doctorate,No,85.40627819721685,74.36303970297224,87.54909559274117
S12774,13.6,91.7,75.3,Yes,Master,Yes,78.91535162067788,79.47743474416899,78.73594445713397
S12775,9.962744375740034,76.3,66.6,Yes,Bachelor,,65.83095611059481,66.91356646399014,67.13588440555813
S12776,9.962744375740034,72.5,67.7,,Associate,No,69.29413521789766,67.07900945679593,68.61128219061443
S12777,4.6,70.4,49.0,Yes,High School,Yes,43.57413160832128,47.85354526559053,43.67467841224114
S12778,16.3,69.4,61.3,No,Master,No,67.64403828158478,59.88860473146377,60.07900088274316
S12779,-3.9,92.0,57.6,Yes,Doctorate,Yes,43.6851978382839,61.84509975436992,55.11972432069208
S12780,9.6,75.27632340559882,78.3,Yes,Associate,No,77.86425803832287,73.6720547988927,82.72067659887068
S12781,15.7,89.9,68.2,Yes,Master,No,73.90447988575137,71.91746808489192,69.25371995508988
S12782,3.2,42.9,83.4,No,,Yes,76.5806603318533,75.37327713257042,89.54787188650319
S12783,12.0,36.7,99.8,Yes,Associate,No,100.0,90.21721077975575,100.0
S12784,6.6,103.2,77.5,No,Associate,No,74.09616776710486,84.55364067896622,81.67731778786022
S12785,8.2,54.5,51.0,Yes,Master,No,49.155983674055655,45.88559491865071,46.32619482054354
S12786,14.7,75.27632340559882,62.1,No,,No,66.82970480319719,62.628971450209704,61.138040676255635
S12787,11.0,69.6,40.6,No,High School,No,41.59028462942575,39.25997573416806,32.453460643070834
S12788,-0.2,75.27632340559882,91.8,No,Doctorate,Yes,81.62822066057818,93.52086864295191,100.0
S12789,5.1,76.0,99.4,Yes,Doctorate,,94.51787230134201,99.65699587450365,100.0
S12790,14.9,95.9,65.44010682523813,No,Master,No,70.31678549968193,70.65515628139615,60.77562600559206
S12791,12.2,46.4,58.8,Yes,Doctorate,Yes,61.04471359096499,51.65401038688571,56.74832103213202
S12792,18.7,88.4,56.5,No,Doctorate,No,65.24067786262142,59.854655607051946,53.68112585973461
S12793,18.4,74.0,52.3,No,High School,No,60.71323797006649,52.043482631337824,48.08253602973469
S12794,9.962744375740034,44.4,43.1,Yes,Master,No,41.38877434926604,35.438703904987406,35.79872223653796
S12795,22.5,64.4,77.8,No,Associate,Yes,90.31618902534744,75.1504943505984,82.05965668756579
S12796,10.1,42.9,48.9,No,High School,Yes,49.022398349259554,40.88055114835464,43.54153707429068
S12797,5.2,41.5,65.0,No,Bachelor,No,60.186657327954876,56.633858963419925,64.99107586876558
S12798,6.8,66.3,53.3,Yes,Bachelor,No,50.13180067044711,51.11682151311371,49.396950190539656
S12799,-1.3,98.7,39.4,No,Associate,Yes,28.116374473552902,45.3316865169137,30.861347086337656
S12800,18.0,81.3,55.7,No,Bachelor,Yes,63.73509504124641,57.263111769504015,52.59008103758896
S12801,18.0,101.0,43.6,No,Master,Yes,51.57380994521932,50.09689127610018,36.453965806145376
S12802,4.9,76.5,65.0,Yes,Bachelor,Yes,59.92246280593339,65.37975552666107,65.01641857785435
S12803,8.9,106.0,74.0,Yes,Associate,No,72.86057855809047,81.74883726514352,77.0130357050534
S12804,10.5,103.9,73.7,Yes,Associate,No,74.17803772056288,80.93297388669929,76.59800187286919
S12805,9.962744375740034,56.0,68.8,Yes,Master,No,63.99823473928943,64.05001060949726,70.06823309897794
S12806,1.2,76.4,74.7,Yes,Doctorate,Yes,65.9244898436442,75.05500327851749,77.94415997032546
S12807,8.9,60.6,50.9,No,Master,,49.84821198111544,47.287859737781595,46.212287898015866
S12808,9.962744375740034,72.1,60.3,Yes,High School,No,58.69460285270376,59.5759099568931,58.733295088328745
S12809,8.1,108.2,60.3,,Bachelor,No,58.35794379505612,68.59106121606074,58.73638288852682
S12810,11.1,62.2,43.2,No,Doctorate,Yes,44.31358031300483,39.991934655417545,35.922451944876265
S12811,17.1,51.3,52.8,No,Doctorate,No,59.947598292629955,46.86920715767794,48.718354078797596
S12812,8.5,52.6,48.4,Yes,Bachelor,No,46.88453640154137,42.79998712836406,42.86512487929272
S12813,10.9,67.1,62.8,No,Doctorate,No,63.65221499360681,60.822662156821686,62.068083248504685
S12814,13.6,149.9,73.6,No,High School,Yes,77.23435261872467,92.32689613987914,76.45001978321831
S12815,12.8,104.5,58.6,Yes,Master,Yes,61.37071463256375,65.96411152854749,56.47038388508206
S12816,6.9,17.5,50.6,Yes,Master,No,47.52788237776079,36.235244307825525,45.801558704786494
S12817,10.5,74.3,66.6,No,Associate,Yes,67.08188561557017,66.42097661250176,67.14026026382955
S12818,12.7,62.4,58.6,No,Bachelor,Yes,61.33769910084527,55.4552052819748,56.462348561701084
S12819,4.4,94.7,54.7,No,Bachelor,Yes,49.058243312446116,59.63161344237618,51.27307582521546
S12820,16.3,51.4,88.5,Yes,Associate,Yes,94.81769505398255,82.60498369719565,96.3298231156852
S12821,17.2,54.3,80.8,No,Associate,,87.95794452607055,75.61781056628065,86.05556148183338
S12822,6.4,63.6,67.2,Yes,High School,No,63.586098722777535,64.34256880851363,67.92026646664188
S12823,9.962744375740034,61.2,57.4,No,High School,No,58.368350091740844,53.941468198158354,54.86421488183693
S12824,13.2,88.0,58.3,No,Master,Yes,61.51139128335515,61.557723308897764,56.07451576378433
S12825,7.3,68.3,52.5,No,Bachelor,Yes,49.771929218356235,50.82724432346728,48.342206098853154
S12826,12.4,95.1,54.3,No,Associate,No,56.70806922844047,59.316236266621345,50.724649362500834
S12827,10.8,58.8,63.4,Yes,High School,Yes,64.21627813146083,59.34828195313425,62.87978898823864
S12828,2.7,92.3,27.9,Yes,High School,No,20.560409111805996,32.22879376527577,15.521822238568902
S12829,12.3,51.9,86.1,Yes,Associate,Yes,88.39580657989279,80.31475435112398,93.12116311818825
S12830,4.5,87.3,71.0,No,Bachelor,Yes,65.49928791864482,74.07376824111093,72.99115919371948
S12831,14.7,65.0,52.0,No,Doctorate,Yes,56.696014258310235,49.50057446682749,47.67723622881917
S12832,6.6,92.8,86.6,No,Doctorate,Yes,83.24394462433055,91.05817706122372,93.78764832483586
S12833,9.2,26.2,65.44010682523813,Yes,Associate,Yes,64.6336796569324,53.235505425610874,68.59980065996842
S12834,16.9,59.3,76.6,Yes,Master,Yes,83.46139456723287,72.68371933638069,80.46649301170022
S12835,12.5,98.4,59.8,Yes,Bachelor,Yes,62.28190823264422,65.64162500719615,58.07735725416304
S12836,4.6,71.0,72.9,No,High School,Yes,67.50263040212728,71.89078324983569,75.5308182675103
S12837,4.9,41.0,39.9,No,High School,Yes,34.82541714600458,31.39371278342743,31.53228455197474
S12838,7.0,60.9,69.7,Yes,Associate,No,66.70348605688137,66.16506054998798,71.27292665580065
S12839,12.0,82.7,59.7,Yes,Associate,No,61.67322041678333,61.61792277750807,57.94673427804749
S12840,11.8,58.8,79.3,No,Associate,,81.09149907466384,75.24543996636415,84.07209142827298
S12841,5.8,98.2,59.3,Yes,High School,No,55.08448847668565,65.10526264563305,57.39995960274808
S12842,4.2,75.27632340559882,56.6,No,High School,Yes,50.76395257192821,62.02550391456829,53.81284076546616
S12843,11.4,88.4,65.44010682523813,No,Bachelor,Yes,66.8480238506673,68.7786788982029,71.3406647022684
S12844,9.1,95.6,81.7,Yes,High School,Yes,80.7906996710492,86.85420199627454,87.28241348065295
S12845,20.8,64.7,76.7,Yes,Bachelor,Yes,87.48607943723869,74.12409735623805,80.60901710372428
S12846,10.2,104.7,71.7,Yes,Associate,No,71.8830182828154,79.13561635927601,73.92159784056697
S12847,9.962744375740034,96.5,75.3,No,Bachelor,Yes,84.37126413850137,80.67815313425568,78.72904529007442
S12848,4.1,72.4,61.3,Yes,Master,Yes,55.4480820094783,60.655613348335535,60.08033149370399
S12849,2.1,42.5,52.0,Yes,High School,Yes,44.13393530219146,43.86773904983905,47.66408104078921
S12850,4.4,27.7,69.9,Yes,Bachelor,No,64.29957433737233,58.06629652296253,71.53023757420075
S12851,15.9,94.8,39.1,No,Doctorate,No,45.045648907267335,44.04835217906513,30.47280830680546
S12852,18.8,42.8,84.9,No,Doctorate,No,93.68050794846768,76.84467919563932,91.54618494280594
S12853,9.962744375740034,56.6,65.44010682523813,No,Doctorate,Yes,61.529209555474964,60.833596699625204,64.95823862823
S12854,7.7,84.5,62.6,Yes,Doctorate,No,60.29716985120221,64.98540832943954,61.787939095737826
S12855,4.2,49.0,51.0,No,Master,,45.1550954489375,44.5011914735659,46.3249014929996
S12856,0.9,123.7,84.6,Yes,High School,No,75.54180076440807,96.77167492521986,91.14981838538182
S12857,13.6,75.27632340559882,75.6,Yes,Master,Yes,79.19205848888315,76.78724319379137,79.14811998664479
S12858,11.1,104.6,68.8,Yes,Doctorate,No,69.91510151481081,76.1904649621037,70.06248451974105
S12859,10.1,95.9,73.3,No,Master,Yes,73.35243991336938,78.51293534217497,76.05335694252406
S12860,3.0,24.2,66.6,Yes,Doctorate,Yes,59.599717314183096,53.910167306478016,67.1490027158376
S12861,18.2,89.9,77.5,Yes,High School,No,85.69978340914331,81.22227551773129,81.67253450131822
S12862,7.5,74.7,59.8,No,High School,Yes,57.28321630975263,59.71931955717219,58.062419079468796
S12863,12.7,73.8,65.3,,Master,No,67.96813212408237,64.98765631602045,65.4066663190907
S12864,2.7,74.5,73.2,Yes,Doctorate,No,65.92719297377639,73.07300217961821,75.94014110593267
S12865,9.0,96.1,43.9,No,Bachelor,Yes,42.947374051899814,49.17357143694918,36.87508827083763
S12866,11.5,107.9,45.7,Yes,Master,Yes,47.156872281192925,53.92684689135436,39.274780309312774
S12867,11.6,51.2,65.44010682523813,Yes,Master,No,67.07548291550467,59.47949911097076,74.63815660881835
S12868,10.8,76.5,65.44010682523813,No,,,66.21334954142125,65.82662020757026,61.10410963581485
S12869,12.5,103.0,87.9,No,,No,90.37261246024387,94.90962082028754,95.54441217365121
S12870,4.3,70.9,59.6,Yes,Doctorate,No,53.947397719835195,58.562943318045825,57.816374645766714
S12871,11.0,79.1,48.5,Yes,Bachelor,Yes,49.486863027198304,49.51490480420553,43.00642069313526
S12872,10.6,79.3,82.9,No,High School,No,83.4687884174014,83.9864267762101,88.88257060955763
S12873,11.2,117.3,74.1,No,Bachelor,No,75.2583634209753,84.67385221656392,77.14465871599091
S12874,10.4,90.0,75.8,No,Doctorate,No,76.1617260865959,79.54179786278759,79.41019949178559
S12875,3.6,116.4,47.2,No,,No,40.83393613043302,57.5531013562095,41.270241645417144
S12876,3.4,109.9,71.7,Yes,,No,65.11100123945513,80.41798962996612,73.93497227604045
S12877,-1.1,70.5,19.4,No,Doctorate,Yes,8.328659070577242,18.264791817982953,4.1988364449514535
S12878,14.1,81.0,71.0,Yes,Bachelor,Yes,75.08767254922648,72.50390669547376,72.98779582595024
S12879,14.1,116.0,51.6,Yes,Bachelor,,55.738287548676,61.86077708254864,47.130382227909806
S12880,14.2,75.27632340559882,86.5,No,Associate,Yes,90.7177514561106,80.79135580496403,93.65157385818345
S12881,11.5,90.2,79.0,No,Bachelor,Yes,80.53394981230726,82.8055618497076,83.68150230976725
S12882,-0.7,90.4,67.8,Yes,Bachelor,No,57.13440391140944,71.65587490684446,68.7233440692448
S12883,4.9,69.5,81.2,No,Associate,No,76.06644754107367,79.8179943972768,86.59849447960312
S12884,10.9,67.4,100.0,Yes,High School,No,100.0,98.09786453465209,100.0
S12885,10.7,70.1,64.2,No,Associate,Yes,64.87759001395898,62.983952607523165,63.948603370916906
S12886,8.9,75.27632340559882,70.2,,Master,No,69.0862589342399,73.71223436937854,71.92350543217898
S12887,11.8,104.5,46.3,No,High School,Yes,48.14458601454123,53.66482195661657,40.071503865218
S12888,10.1,89.8,52.0,No,Bachelor,Yes,52.05825853842623,55.695070704777045,47.67030098106408
S12889,10.6,49.8,51.3,No,Associate,Yes,51.90385232775681,45.011150844899,46.722334691098
S12890,6.8,105.1,65.8,Yes,Bachelor,Yes,62.60467333583992,73.32927089036545,66.06287717127597
S12891,14.9,98.9,70.6,No,Associate,No,75.51005493060795,76.56463679780042,72.48135939068246
S12892,7.8,70.1,54.8,No,Master,Yes,52.64614195659808,53.57199230865409,51.41621947021732
S12893,3.3,61.9,69.3,No,Master,No,62.64675458489687,66.02761672322212,70.72563355035157
S12894,6.1,56.8,80.0,Yes,,Yes,76.14500493590636,75.4590965082864,84.99698799512844
S12895,8.3,96.5,67.7,Yes,Doctorate,Yes,65.9576690431901,73.07168582763315,68.60333356130316
S12896,15.0,37.4,81.4,No,Bachelor,Yes,86.37001394184423,72.00309285409473,86.85815309863267
S12897,9.8,97.0,38.7,Yes,Bachelor,Yes,38.488660007826034,44.19435118747976,29.932500825260817
S12898,9.1,66.0,41.3,No,Associate,No,40.369258905171755,39.043351470050695,33.39637677842455
S12899,3.8,80.7,74.5,No,Associate,Yes,68.25668287618686,75.9245278245543,77.67496516389379
S12900,13.9,6.6,68.7,No,Associate,No,72.62741294914788,51.5931018939164,69.93108127031442
S12901,6.7,39.5,66.2,No,,No,62.940239229883076,57.33330969798271,66.60625924113329
S12902,9.5,61.4,66.7,Yes,Doctorate,Yes,66.19986070529332,63.30314878537325,67.2810704116544
S12903,9.962744375740034,56.8,48.0,No,Master,Yes,55.40091538440932,43.438036433635155,42.33608574909357
S12904,12.5,90.2,39.4,Yes,Doctorate,Yes,41.94381665524652,43.19212127739778,30.87281323761933
S12905,1.9,81.1,79.0,Yes,Bachelor,Yes,70.85872976142413,80.5160070248153,83.65862473001513
S12906,1.2,113.7,81.5,No,Bachelor,Yes,72.65244881823764,91.17031720213399,86.99003014109822
S12907,9.7,85.3,54.7,No,Associate,Yes,54.378447749403776,57.2666542566747,51.28302117827944
S12908,3.9,62.0,33.3,No,Bachelor,No,27.23629692562597,30.049593683576234,22.721135599056403
S12909,13.2,75.27632340559882,63.0,Yes,Associate,Yes,66.24273373816499,69.11673274235041,62.31818355290056
S12910,10.2,65.7,54.8,No,Doctorate,No,55.01131532482489,52.48468265938232,51.41378905675244
S12911,10.8,64.6,77.5,,Associate,No,78.32692384511931,74.89755900535438,81.65503456883988
S12912,6.5,75.0,50.6,No,Associate,Yes,47.06628409178823,50.61061473729218,45.814753364736575
S12913,18.7,75.27632340559882,75.7,No,High School,No,84.40691827643353,83.79596082277351,79.27171630703474
